intent,example
料金確認,初めてなんですけど、カード使えます？
料金確認,おすすめのコースの料金いくらですか
料金確認,あの、料金いくらですか？
料金確認,えーとですね、総額いくらになります？
料金確認,すみません、支払いは現金だけ？
料金確認,急でごめん、延長いくらですか
料金確認,すみません、カード使えます？
料金確認,飲んでてすみません、90分はいくら？
料金確認,前にも行ったんですけど、延長いくらですか
料金確認,21時くらいだと深夜料金あります？
料金確認,急でごめん、一番安いコースいくら？
料金確認,電波悪いかもですけど、カード使えます？
料金確認,急でごめん、90分はいくら？
料金確認,急でごめん、カード使えます？
料金確認,さっき電話した者ですけど、支払いは現金だけ？
料金確認,あー、延長いくらですか
料金確認,ちょっと酔ってるんだけど、指名料あります？
料金確認,飲んでてすみません、指名料あります？
料金確認,すみません、総額いくらになります？
料金確認,すいません、カード使えます？
料金確認,前にも行ったんですけど、初回料金教えて
料金確認,現金だと初回コースいくら？
料金確認,今いいですか、初回料金教えて
料金確認,お兄さん、総額いくらになります？
料金確認,あの、支払いは現金だけ？
料金確認,すいません、総額いくらになります？
料金確認,キャンセル料あります？
料金確認,お兄さん、支払いは現金だけ？
料金確認,初回で60分ならいくら？
料金確認,あの、延長いくらですか
料金確認,延長30分っていくらですか
料金確認,料金いくらですか？
料金確認,すみません、90分はいくら？
料金確認,悪いんだけど、カード使えます？
料金確認,急でごめん、支払いは現金だけ？
料金確認,カードで払うと手数料あります？
料金確認,悪いんだけど、指名料あります？
料金確認,美咲さん指名だといくら増えます？
料金確認,夕方だと深夜料金あります？
料金確認,えーとですね、支払いは現金だけ？
料金確認,ちょっと酔ってるんだけど、総額いくらになります？
料金確認,えっと、初回料金教えて
料金確認,税込みですか？
料金確認,初回で120分ならいくら？
料金確認,出先なんですけど、支払いは現金だけ？
料金確認,延長2時間っていくらですか
料金確認,全部で、えー、いくら？
料金確認,すみません、延長いくらですか
料金確認,玲奈さん指名だといくら増えます？
料金確認,悪いんだけど、延長いくらですか
料金確認,えーとですね、90分はいくら？
料金確認,初回で初回コースならいくら？
料金確認,22時前だと深夜料金あります？
料金確認,あー、初回料金教えて
料金確認,ちょっと、料金いくらですか？
料金確認,もしもし、カード使えます？
料金確認,えーとですね、指名料あります？
料金確認,今からだと深夜料金あります？
料金確認,ちょっと酔ってるんだけど、初回料金教えて
料金確認,一番安いやつで総額いくら？
料金確認,初めてなんですけど、指名料あります？
料金確認,ちょっと酔ってるんだけど、支払いは現金だけ？
料金確認,延長1時間っていくらですか
料金確認,今日いる子指名だといくら増えます？
料金確認,えっと、一番安いコースいくら？
料金確認,深夜料金あります？
料金確認,前に入った子指名だといくら増えます？
料金確認,現金だと90分いくら？
料金確認,おすすめのコースで総額いくら？
